age,education_num,hours_per_week,occupation_prestige,sex,income_high
30,11,40,0.513,1,0
50,13,44,0.295,1,1
50,14,49,0.71,1,1
22,12,25,0.524,1,0
42,11,41,0.473,1,0
40,8,45,0.36,0,1
23,11,53,0.33,1,0
45,10,39,0.412,1,0
39,15,52,0.423,1,1
27,7,26,0.292,0,0
39,11,68,0.47,1,0
31,13,38,0.36,1,1
64,9,33,0.68,1,1
38,12,41,0.648,1,0
17,11,37,0.71,1,0
58,11,55,0.715,1,1
27,13,40,0.453,1,1
39,9,32,0.46,1,0
43,6,53,0.436,1,1
41,11,36,0.529,0,1
65,13,42,0.529,1,1
38,12,63,0.328,1,1
26,9,23,0.46,0,0
40,12,63,0.399,1,1
37,9,25,0.507,0,1
51,11,25,0.418,1,1
36,13,56,0.777,1,1
28,13,41,0.458,0,0
41,14,53,0.384,1,1
17,14,66,0.584,1,1
73,6,27,0.346,1,0
39,11,40,0.467,1,0
31,13,17,0.567,1,0
34,12,48,0.292,1,0
46,8,30,0.744,1,1
30,13,35,0.52,1,0
54,7,36,0.12,0,1
42,10,40,0.567,1,0
55,11,46,0.432,1,1
36,13,56,0.655,1,1
68,6,48,0.161,1,1
36,11,55,0.754,1,1
25,11,41,0.4,0,0
38,13,29,0.61,1,1
30,9,35,0.679,1,1
33,12,43,0.345,1,1
45,12,48,0.569,1,1
45,11,43,0.518,1,1
24,12,44,0.564,0,1
33,14,28,0.482,1,1
51,12,29,0.407,1,1
27,11,35,0.346,1,0
37,10,51,0.595,1,0
46,13,42,0.655,1,1
48,14,33,0.373,1,0
55,12,42,0.838,1,1
50,10,44,0.695,1,1
35,16,23,0.616,0,1
26,11,61,0.49,1,1
33,11,20,0.57,0,0
56,10,50,0.636,1,1
33,9,45,0.488,0,1
40,13,27,0.546,1,1
50,9,42,0.563,0,1
41,5,35,0.591,1,0
45,13,60,0.532,1,1
40,8,19,0.348,0,0
34,10,48,0.559,1,0
27,7,49,0.531,0,0
24,11,27,0.441,0,0
38,9,41,0.139,0,0
30,9,40,0.507,1,1
17,8,44,0.272,0,0
52,13,34,0.506,1,1
32,8,45,0.691,1,1
42,10,47,0.184,0,1
20,11,43,0.388,0,0
39,12,47,0.5,1,1
49,9,44,0.473,0,0
21,14,40,0.403,1,0
23,9,44,0.575,0,0
34,10,39,0.291,1,0
57,12,44,0.434,1,0
46,10,32,0.515,0,0
28,11,48,0.498,1,1
25,12,58,0.712,1,0
36,7,21,0.193,1,0
32,13,34,0.482,0,0
34,9,11,0.269,1,0
32,11,35,0.42,1,1
37,7,45,0.548,1,1
31,10,31,0.305,0,0
41,9,45,0.697,1,0
36,16,45,0.633,0,0
37,15,63,0.467,1,1
54,11,28,0.589,0,0
40,10,45,0.538,1,1
46,10,36,0.813,0,1
33,10,51,0.622,1,0
25,11,39,0.514,1,1
17,11,44,0.496,1,0
32,11,26,0.279,0,0
38,10,46,0.64,1,1
46,16,45,0.399,1,1
41,4,44,0.335,1,0
29,12,43,0.561,1,1
32,9,34,0.716,1,0
46,11,33,0.458,1,1
46,8,45,0.332,0,0
17,11,46,0.463,1,0
17,12,61,0.918,1,1
37,14,38,0.63,1,1
52,9,58,0.662,1,1
55,13,45,0.142,1,1
36,10,29,0.494,0,1
43,13,45,0.554,1,1
17,11,45,0.244,0,0
75,11,19,0.214,0,1
39,14,64,0.85,1,1
35,10,41,0.355,1,0
45,9,43,0.905,1,0
60,10,48,0.51,1,1
41,13,39,0.38,1,0
31,8,35,0.38,0,1
50,15,55,0.459,1,1
21,12,29,0.571,1,0
62,10,26,0.638,1,0
23,10,47,0.4,0,0
60,11,37,0.315,0,0
60,13,37,0.428,0,0
50,7,39,0.45,0,0
33,10,57,0.547,1,1
34,14,61,0.525,1,1
21,8,50,0.466,0,0
38,14,54,0.338,1,0
46,10,45,0.606,0,0
35,8,40,0.576,0,0
41,9,24,0.552,0,0
41,8,40,0.449,0,0
29,13,39,0.694,1,1
17,8,34,0.767,1,0
56,12,43,0.659,1,1
36,11,37,0.296,0,1
27,12,49,0.424,0,0
39,11,66,0.607,1,1
42,14,53,0.554,1,1
44,7,37,0.511,0,0
52,10,31,0.374,0,1
58,11,43,0.147,0,0
40,9,54,0.703,0,1
31,10,36,0.686,1,0
27,11,51,0.71,1,0
17,14,43,0.524,1,1
39,11,25,0.944,0,1
39,11,46,0.872,1,0
28,5,45,0.954,1,0
51,14,34,0.339,1,1
55,15,26,0.409,1,1
51,10,37,0.272,1,0
47,9,47,0.831,1,0
49,10,56,0.671,1,1
40,12,49,0.26,1,1
48,10,52,0.573,1,1
32,13,42,0.676,1,1
41,8,36,0.917,1,1
43,7,55,0.386,0,0
26,7,51,0.767,1,0
33,9,52,0.507,1,0
25,8,47,0.322,0,0
41,12,53,0.12,0,1
34,10,41,0.257,1,0
32,9,25,0.477,0,1
32,9,36,0.598,1,0
54,12,26,0.603,0,1
49,10,24,0.345,1,0
32,11,53,0.353,0,1
35,15,33,0.232,0,0
49,13,45,0.751,0,0
53,8,34,0.026,0,0
25,10,42,0.171,1,1
26,10,31,0.301,0,0
20,11,27,0.271,1,0
55,12,38,0.152,1,1
47,11,22,0.142,1,1
29,13,62,0.503,0,0
40,15,38,0.418,1,1
20,13,45,0.645,1,0
59,10,47,0.677,1,1
45,7,31,0.414,0,0
31,12,59,0.067,1,1
52,9,33,0.429,0,0
17,14,55,0.617,1,0
40,8,45,0.742,1,0
43,11,47,0.613,0,1
21,14,34,0.771,1,1
47,11,46,0.64,1,1
42,9,38,0.375,1,0
25,8,47,0.676,0,0
39,9,37,0.062,0,0
53,13,50,0.548,1,1
34,8,21,0.392,0,0
40,11,44,0.571,1,1
24,13,33,0.484,1,1
29,14,40,0.91,1,0
17,14,38,0.539,1,0
34,8,48,0.716,1,1
51,10,37,0.376,0,1
33,14,48,0.447,1,0
40,14,27,0.55,1,0
43,13,34,0.63,1,1
38,11,16,0.397,0,0
20,6,53,0.148,1,0
49,13,36,0.777,1,1
32,9,37,0.809,1,0
39,11,44,0.573,1,0
42,8,58,0.438,0,0
57,9,43,0.83,1,1
25,11,39,0.575,1,0
25,9,32,0.62,1,0
28,12,56,0.43,1,0
23,12,55,0.604,1,1
17,6,32,0.635,1,1
57,10,56,0.584,0,1
47,14,45,0.655,1,1
36,7,49,0.762,1,0
42,14,17,0.379,1,0
52,8,28,0.363,1,0
71,10,35,0.663,1,1
32,8,41,0.495,0,0
32,9,56,0.355,0,0
42,7,34,0.451,1,1
35,13,30,0.614,0,0
28,12,61,0.262,1,1
40,12,57,0.385,1,0
27,9,52,0.437,1,1
41,13,49,0.435,1,0
37,10,29,0.614,1,0
49,9,45,0.516,1,0
45,10,26,0.34,0,0
64,10,35,0.207,0,1
51,16,43,0.396,1,1
27,13,39,0.876,1,1
41,16,39,0.978,1,1
42,12,34,0.546,1,0
43,13,58,0.438,1,1
33,9,56,0.75,1,1
27,12,32,0.67,1,0
52,12,40,0.363,1,0
20,10,40,0.519,1,0
26,14,35,0.657,1,1
41,15,46,0.504,1,1
17,8,20,0.349,0,0
35,12,49,0.39,1,1
36,10,42,0.387,1,0
44,13,52,0.631,1,1
42,14,39,0.411,1,1
50,11,25,0.117,0,1
39,14,48,0.37,1,1
38,13,35,0.501,1,1
44,11,33,0.599,1,1
27,6,26,0.079,0,0
39,7,37,0.728,1,0
17,10,33,0.563,0,0
53,14,44,0.26,0,1
45,9,50,0.972,0,0
34,10,29,0.598,1,0
55,15,42,0.729,1,1
36,9,21,0.271,0,0
47,10,51,0.196,0,1
74,14,27,0.591,0,0
43,12,71,0.416,1,1
34,16,39,0.367,1,1
63,11,46,0.333,1,1
38,7,42,0.748,1,0
42,7,30,0.469,0,0
76,12,38,0.892,1,1
18,11,19,0.617,0,0
17,13,48,0.709,1,0
48,7,32,0.646,1,0
47,13,49,0.395,1,0
17,15,46,0.551,1,1
24,10,31,0.697,1,0
57,11,27,0.557,0,1
37,14,56,0.302,1,0
52,8,20,0.102,0,0
48,8,37,0.476,0,0
28,11,27,0.441,1,1
43,10,43,0.153,0,0
56,13,38,0.212,1,0
48,10,27,0.497,1,0
53,10,35,0.181,1,1
40,11,29,0.302,0,0
35,16,53,0.683,1,1
57,14,28,0.564,1,1
39,12,42,0.477,1,0
32,11,38,0.51,1,1
42,11,54,0.613,1,1
45,8,44,0.52,0,0
48,14,27,0.341,1,1
40,15,55,0.995,1,1
40,13,51,0.709,1,1
17,9,32,0.303,0,0
49,8,8,0.507,0,0
21,8,42,0.355,0,0
43,9,42,0.181,0,1
24,8,36,0.242,1,0
36,11,56,0.556,1,1
32,13,31,0.233,0,0
41,10,27,0.964,1,0
49,11,59,0.264,1,0
41,14,38,0.663,1,0
32,11,39,0.589,1,0
32,14,52,0.705,1,1
44,14,44,0.478,1,1
41,12,32,0.639,1,0
48,6,34,0.237,0,0
39,12,38,0.775,1,0
43,15,47,0.694,1,1
33,14,38,0.504,1,0
29,11,44,0.643,1,0
54,10,47,0.595,1,1
19,11,24,0.181,1,0
45,10,60,0.595,1,1
46,14,48,0.546,1,0
50,15,35,0.422,1,1
43,11,42,0.531,1,0
36,8,28,0.266,1,1
25,13,48,0.512,1,0
40,14,33,0.55,1,1
23,16,48,0.712,1,1
41,10,41,0.537,1,0
26,13,55,0.601,1,1
54,13,55,0.641,1,1
30,9,32,0.378,0,0
37,15,65,0.708,1,1
55,11,44,0.544,1,1
32,11,48,0.476,1,0
57,10,37,1.0,1,1
33,10,55,0.593,1,0
37,10,13,0.431,0,0
38,10,45,0.623,0,0
45,13,44,0.629,1,1
34,12,37,0.656,1,1
19,16,42,0.392,1,1
27,10,26,0.434,1,1
62,13,18,0.9,1,0
28,10,49,0.546,1,0
23,5,53,0.393,0,1
53,12,44,0.498,1,0
30,14,32,0.726,1,0
40,10,42,0.641,0,1
37,13,21,0.448,1,0
36,11,53,0.401,1,1
37,11,38,0.502,1,0
31,12,32,0.494,1,0
45,11,46,0.485,1,1
46,15,26,0.725,1,1
28,12,56,0.715,1,1
17,13,43,0.522,1,0
41,10,57,0.468,1,1
41,13,47,0.557,1,1
38,9,20,0.417,0,0
25,10,47,0.527,0,0
45,8,26,0.7,1,0
44,11,26,0.624,1,0
19,5,49,0.743,0,1
35,10,43,0.739,1,1
38,15,53,0.403,1,1
34,14,37,0.513,0,1
43,5,57,0.455,0,0
48,8,34,0.626,0,0
42,14,39,0.443,1,1
27,16,33,0.363,1,1
47,8,30,0.435,0,0
24,7,38,0.393,0,0
62,10,35,0.0,0,0
44,12,40,0.638,1,0
41,12,46,0.284,0,0
36,13,42,0.594,1,0
46,7,47,0.427,1,0
32,7,30,0.526,0,0
35,16,37,0.832,1,1
17,10,38,0.293,0,0
41,14,61,0.099,1,0
36,8,31,0.607,1,1
62,16,50,0.873,1,1
23,12,11,0.33,0,1
43,10,44,0.309,0,0
52,11,50,0.339,0,1
33,10,39,0.269,0,1
37,11,52,0.188,1,0
42,10,53,0.386,1,0
62,9,31,0.304,1,0
57,5,34,0.38,0,0
33,9,35,0.433,0,0
45,10,49,0.66,1,1
25,11,37,0.216,0,0
46,15,45,0.629,1,1
36,10,17,0.257,0,0
39,12,38,0.212,0,0
44,16,39,0.576,1,0
70,9,47,0.377,0,1
21,8,24,0.55,0,0
41,15,57,0.399,0,1
43,12,47,0.565,0,0
30,11,48,0.415,1,0
46,13,35,0.647,1,1
47,15,54,0.536,1,0
31,11,43,0.304,0,0
36,12,52,0.665,1,1
21,13,53,0.471,1,0
43,13,19,0.579,0,0
17,12,42,0.488,1,0
25,8,29,0.267,0,0
40,11,45,0.643,1,0
36,12,17,0.607,0,0
17,7,52,0.356,0,0
53,9,17,0.121,0,0
45,12,41,0.635,1,1
54,7,35,0.608,0,0
35,10,45,0.505,0,1
60,11,40,0.356,0,0
26,14,61,0.645,1,0
23,9,59,0.737,1,1
26,10,48,0.93,1,0
17,8,60,0.189,1,0
31,7,15,0.402,0,0
66,9,42,0.439,0,0
46,11,45,0.659,1,0
50,12,47,0.467,0,0
33,14,38,0.654,0,0
33,12,41,0.496,1,1
48,8,33,0.348,0,0
46,12,50,0.608,1,1
57,8,42,0.886,1,0
31,15,46,0.61,1,1
54,5,14,0.229,0,1
35,10,36,0.663,1,1
18,9,51,0.401,1,0
28,11,17,0.347,1,0
28,6,21,0.274,0,0
39,11,36,0.367,1,1
32,12,31,0.518,0,0
79,13,32,0.788,1,1
41,12,19,0.55,0,1
45,11,75,0.543,1,1
47,8,54,0.658,1,1
31,8,43,0.111,0,1
70,14,68,0.52,1,0
39,10,56,0.832,1,1
49,12,58,0.537,1,1
60,12,56,0.595,1,1
42,9,53,0.735,1,0
35,14,55,0.506,1,1
46,10,21,0.105,0,0
45,16,53,0.675,1,1
29,12,46,0.431,1,0
27,8,32,0.417,1,0
43,13,64,0.355,0,1
34,10,32,0.6,1,0
37,13,37,0.052,0,0
43,12,42,0.695,1,1
54,16,42,0.595,1,1
41,11,41,0.824,1,0
62,10,62,0.624,1,1
49,10,43,0.48,0,0
54,11,36,0.646,0,1
58,13,49,0.552,1,1
17,15,46,0.278,1,0
49,8,35,0.407,0,1
42,13,40,0.371,1,1
23,8,37,0.452,0,0
55,14,31,0.663,1,1
28,9,46,0.488,1,0
46,8,21,0.924,1,0
26,6,47,0.777,0,0
31,10,42,0.745,1,0
26,12,39,0.523,1,1
32,16,44,0.398,1,1
34,9,27,0.485,0,0
28,11,24,0.36,0,0
35,7,43,0.699,1,0
33,8,50,0.566,0,0
34,8,43,0.077,0,1
36,9,58,0.294,1,0
32,12,38,0.464,1,0
31,12,55,0.633,1,1
42,16,37,0.665,1,1
38,14,53,0.595,1,1
36,11,8,0.256,0,0
50,9,57,0.544,1,1
48,14,45,1.0,1,1
24,8,57,0.223,1,0
46,16,42,0.413,1,1
39,12,39,0.594,0,1
42,9,53,0.569,1,0
20,11,64,0.52,1,0
35,10,40,0.504,0,0
32,11,55,0.527,1,0
42,11,66,0.32,0,0
46,9,32,0.455,0,0
17,3,41,0.331,0,0
17,12,49,0.233,0,0
19,11,48,0.565,1,1
49,14,60,0.447,1,1
25,7,35,0.97,1,0
58,6,58,0.478,1,0
60,9,57,0.859,1,0
54,16,30,0.751,1,1
48,12,41,0.48,1,1
38,11,45,0.497,0,1
17,9,36,0.786,1,0
19,16,32,0.855,1,1
90,15,54,0.46,1,1
38,7,31,0.403,0,0
32,11,38,0.424,1,0
24,11,47,0.359,1,0
28,10,20,0.209,0,0
26,6,42,0.212,0,0
66,13,57,0.317,0,1
53,8,21,0.482,0,0
37,13,43,0.388,1,1
53,14,24,0.655,1,1
31,5,42,0.288,0,0
33,9,47,0.644,1,0
40,11,38,0.737,1,0
28,12,38,0.748,1,1
29,9,46,0.185,1,0
40,12,47,0.294,0,1
28,8,51,0.57,0,0
38,12,48,0.542,1,0
53,11,38,0.762,1,0
18,8,41,0.743,0,1
43,12,58,0.56,1,1
26,15,47,0.658,1,1
78,16,45,0.3,1,1
48,10,42,0.706,1,0
43,7,55,0.546,1,1
51,10,38,0.399,1,0
47,10,43,0.467,0,0
28,13,38,0.406,1,0
53,9,43,0.26,0,0
42,11,43,0.545,1,0
52,9,47,0.263,0,1
29,9,51,0.581,1,0
54,10,40,0.503,1,0
46,11,33,0.559,0,0
17,11,30,0.896,1,0
36,10,25,0.384,0,1
21,11,41,0.517,1,1
29,16,43,0.598,1,1
36,14,38,0.312,0,1
54,13,44,0.767,1,1
23,11,47,0.258,1,0
47,13,45,0.686,1,1
44,12,40,0.399,1,0
41,12,44,0.641,1,1
60,13,40,0.557,1,1
35,14,22,0.485,0,1
17,10,52,0.539,1,0
49,13,22,0.672,0,1
46,12,36,0.687,1,1
47,14,41,0.379,1,1
20,8,47,0.459,0,0
46,11,32,0.607,0,0
18,9,49,0.502,1,1
17,12,45,0.935,1,1
51,10,42,0.636,1,0
33,15,49,0.542,1,1
43,8,43,0.485,0,0
51,16,23,0.3,1,1
28,13,31,0.712,0,1
44,13,35,0.589,0,1
36,14,41,0.628,1,1
45,11,44,0.13,0,1
20,7,16,0.438,0,0
24,13,38,0.663,1,0
21,13,58,0.445,1,1
51,12,66,0.534,1,1
43,15,46,0.485,1,1
34,10,21,0.887,1,1
17,9,47,0.488,1,0
41,10,19,0.349,1,0
33,12,55,0.592,1,1
38,11,41,0.517,1,1
17,8,49,0.593,0,0
18,11,33,0.451,1,0
46,8,46,0.723,1,0
36,13,38,0.485,0,0
37,10,58,0.506,1,0
48,10,31,0.107,0,1
31,11,45,0.576,1,0
24,10,31,0.517,1,0
42,10,42,0.392,1,0
23,8,53,0.179,0,0
53,9,33,0.197,0,0
26,13,34,0.6,1,1
39,8,33,0.3,0,0
48,10,32,0.434,0,0
40,12,22,0.695,1,0
32,12,63,0.491,1,1
17,7,40,0.737,0,0
44,10,40,0.796,0,0
27,16,35,0.831,1,1
40,16,67,0.306,1,1
50,11,30,0.415,0,0
50,12,37,0.769,1,1
67,13,43,0.691,1,1
53,11,47,0.145,0,1
49,14,33,0.689,1,1
37,13,54,0.38,1,0
41,12,32,0.496,1,1
32,13,41,0.434,0,1
17,10,27,0.546,0,0
17,10,25,0.456,0,0
26,7,47,0.586,0,0
55,8,26,0.818,1,1
49,6,25,0.477,0,0
42,12,43,0.587,1,1
54,10,55,0.305,1,1
42,14,34,0.858,1,1
24,16,41,0.482,1,1
61,12,22,0.383,0,0
40,11,34,0.372,1,0
43,10,27,0.719,1,1
47,11,64,0.516,1,1
40,10,42,0.597,1,0
23,12,27,0.588,1,0
28,9,37,0.753,1,0
25,11,36,0.507,1,0
21,8,38,0.44,1,0
47,14,28,0.65,1,1
39,10,48,0.452,1,0
63,12,45,0.439,1,0
55,13,51,0.594,1,1
54,9,37,0.345,1,0
43,8,49,0.019,0,0
35,8,30,0.457,0,0
53,11,54,0.853,1,0
35,14,39,0.69,1,1
48,13,54,0.584,1,1
42,16,35,0.506,1,0
25,12,16,0.417,1,1
17,12,38,0.76,1,1
57,13,40,1.0,1,1
19,15,44,0.337,1,1
20,9,47,0.479,1,0
59,14,40,0.095,0,1
30,15,48,0.566,1,1
47,10,49,0.513,1,0
62,12,48,0.0,0,0
36,13,44,0.567,0,0
39,12,45,0.391,1,1
58,9,63,0.348,0,1
23,13,46,0.562,1,1
17,16,35,0.502,1,1
27,10,32,0.703,1,0
71,10,47,0.464,1,1
44,15,18,0.028,1,0
25,10,44,0.59,0,0
55,6,47,0.431,1,1
65,10,35,0.633,0,1
36,8,24,0.424,0,0
21,6,28,0.442,0,0
45,12,48,0.38,0,1
25,13,52,0.495,1,1
29,14,49,0.576,1,0
60,14,38,0.567,0,1
46,10,48,0.195,1,0
78,9,61,0.582,1,1
17,6,41,0.337,0,0
20,10,55,0.508,1,0
31,12,50,0.45,0,1
37,10,35,0.381,0,0
42,15,26,0.639,1,0
20,14,15,0.09,0,0
29,10,42,0.409,1,1
41,13,18,0.651,1,0
38,8,34,0.625,0,0
22,14,12,1.0,1,1
33,13,56,0.702,1,1
33,13,28,0.546,1,0
49,8,10,0.513,1,0
50,13,45,0.214,1,0
43,14,32,0.514,1,1
17,13,38,0.714,1,0
23,14,49,0.593,1,1
30,13,56,0.395,1,0
44,9,37,0.424,0,0
34,12,36,0.661,1,0
38,14,46,0.39,1,1
26,11,44,0.3,1,0
37,11,38,0.278,0,0
48,13,53,0.186,1,1
28,12,31,0.325,0,0
44,10,24,0.436,1,0
19,13,34,0.76,1,1
40,12,20,0.249,0,1
36,4,59,0.672,1,0
60,14,49,0.569,1,1
66,5,36,0.485,0,0
43,11,53,0.645,1,1
34,9,23,0.617,0,0
38,14,54,0.534,1,1
32,14,38,0.466,1,0
61,11,36,0.363,1,0
35,15,36,0.479,1,0
37,12,62,0.383,1,0
32,11,16,0.41,1,1
37,13,55,0.435,1,1
30,10,27,0.553,1,0
17,12,35,0.823,1,0
50,7,46,0.582,1,0
34,11,42,0.664,0,0
34,14,46,0.276,1,1
31,11,36,0.393,0,0
49,6,38,0.749,0,0
31,10,49,0.864,1,1
38,10,53,0.845,1,0
52,8,36,0.331,0,0
32,12,36,0.521,1,1
41,14,33,0.699,1,1
28,10,59,0.349,0,1
47,10,31,0.257,0,0
54,10,34,0.357,0,1
38,9,33,0.223,1,0
39,13,52,0.598,0,0
22,14,44,0.629,1,0
40,9,39,0.532,1,1
18,14,44,0.0,0,0
56,13,36,0.093,1,0
18,9,31,0.359,0,0
59,12,57,0.637,1,1
51,11,40,0.212,1,0
50,7,37,0.755,0,0
49,12,48,0.602,1,0
44,14,44,0.582,1,1
62,16,27,0.665,1,0
47,12,43,0.691,1,0
23,6,38,0.352,0,1
37,7,48,0.683,1,0
56,11,46,0.596,1,0
28,9,52,0.53,1,0
41,11,52,0.489,1,1
29,16,44,0.699,1,0
40,7,45,0.787,0,0
25,15,66,0.582,1,0
42,11,42,0.263,1,0
43,9,43,0.0,0,1
30,10,42,0.393,0,0
38,15,49,0.62,1,1
41,11,21,0.598,1,1
64,8,49,0.637,1,0
25,11,21,0.519,0,1
28,8,38,0.637,1,0
63,7,27,0.168,0,0
44,11,49,0.322,1,0
41,9,31,0.385,0,0
50,10,38,0.716,1,1
44,8,44,0.502,1,1
50,11,46,0.731,1,1
60,13,50,0.606,0,1
24,15,51,0.704,1,0
51,16,41,0.838,1,1
28,10,40,0.605,1,1
53,10,36,0.431,1,1
45,12,38,0.271,0,1
41,11,41,0.619,1,0
27,13,42,0.367,1,1
52,4,40,0.416,0,0
31,11,36,0.607,1,0
43,12,35,0.366,0,0
45,7,65,0.457,1,1
40,8,29,0.539,0,0
36,12,22,0.63,1,0
54,16,51,0.618,1,0
21,15,50,0.39,1,0
40,14,24,0.422,1,1
32,9,32,0.499,0,0
44,11,46,0.253,0,1
28,11,58,0.669,1,0
56,6,49,0.37,0,0
49,8,31,0.338,1,0
49,13,34,0.405,0,1
20,12,12,0.539,0,1
43,7,47,0.655,1,1
34,12,43,0.705,1,1
22,11,64,0.666,1,0
61,8,29,0.47,1,1
42,16,46,0.82,1,1
17,11,49,0.683,1,1
44,6,41,0.617,1,1
51,8,59,0.27,1,0
29,16,37,0.504,0,0
40,9,39,0.699,1,0
46,12,36,0.223,0,0
37,11,59,0.933,1,0
35,5,16,0.368,0,0
45,14,42,0.679,1,0
32,9,60,0.49,1,0
44,12,45,0.7,0,0
41,12,32,0.657,1,1
34,10,33,0.731,1,0
44,15,37,0.566,1,1
37,11,46,0.935,1,1
43,14,54,0.549,1,1
52,11,34,0.577,1,0
44,14,48,0.508,1,1
30,12,48,0.311,1,1
34,10,48,0.925,1,1
41,14,44,0.222,1,0
43,12,38,0.885,1,1
33,11,49,0.238,1,0
49,13,26,0.0,0,1
24,10,35,0.52,1,0
51,9,52,0.321,1,0
32,14,21,0.283,0,0
19,12,33,0.395,1,1
30,10,27,0.668,1,0
20,12,46,0.465,1,0
28,10,39,0.453,1,0
58,15,47,0.669,1,1
45,15,51,0.6,1,0
41,9,18,0.147,0,0
32,8,42,0.567,1,1
49,16,53,0.55,1,1
27,11,25,0.034,0,1
34,12,42,0.713,1,0
45,13,55,0.524,1,0
20,8,38,0.645,1,0
44,10,37,0.101,1,1
54,12,46,0.651,1,0
54,12,37,0.483,0,1
45,12,39,0.265,0,0
51,10,44,0.708,1,0
26,11,40,0.595,1,1
41,15,46,0.641,1,1
28,15,32,0.584,1,1
38,10,51,0.639,1,1
42,10,33,0.434,1,1
54,14,36,0.432,1,0
41,13,61,0.688,1,1
31,8,41,0.564,1,1
40,8,55,0.552,1,1
42,13,34,0.562,0,1
19,13,38,0.119,0,0
26,12,39,0.405,1,1
53,12,14,0.472,0,0
32,10,57,0.356,1,1
35,13,35,0.435,0,0
28,12,36,0.508,1,0
74,7,43,0.648,1,0
27,6,40,0.396,0,0
20,6,36,0.803,1,0
44,16,49,0.682,1,1
39,11,20,0.761,1,1
26,9,36,0.537,1,0
38,11,37,0.452,1,0
47,8,55,0.669,1,1
54,4,41,0.433,1,0
50,9,40,0.539,0,0
32,9,43,0.434,0,0
32,12,30,0.502,0,0
63,6,32,0.658,1,0
25,13,67,0.646,1,1
17,12,42,0.704,1,0
41,16,35,0.103,1,1
36,10,45,0.791,1,1
39,11,29,0.371,1,1
26,9,50,0.3,1,1
27,15,66,0.543,1,1
26,6,14,0.285,0,1
39,12,24,0.0,1,0
47,13,43,0.348,0,0
49,10,32,0.579,1,0
36,10,47,0.704,1,1
24,6,25,0.626,0,0
37,9,39,0.236,1,0
51,14,48,0.482,1,1
49,11,51,0.393,1,0
17,11,29,0.547,1,0
32,14,50,0.66,1,1
36,11,33,0.419,0,0
61,7,30,0.567,1,0
19,8,35,0.41,1,0
38,10,42,0.36,0,0
59,11,44,0.799,1,0
24,10,47,0.465,1,0
39,14,20,0.404,1,0
35,14,35,0.567,1,1
31,11,49,0.588,1,1
44,14,59,0.638,1,0
32,9,49,0.314,0,0
62,13,39,0.541,1,0
65,15,45,0.539,1,1
50,12,40,0.517,1,0
46,8,46,0.63,1,0
38,10,48,0.481,1,1
21,11,50,0.45,1,0
49,15,38,0.767,1,1
43,8,52,0.48,1,1
52,16,47,0.521,1,1
40,11,55,0.933,1,0
36,11,22,0.322,1,0
47,8,39,0.47,1,0
40,9,17,0.867,1,0
37,10,28,0.499,1,0
47,13,42,0.509,1,1
50,12,15,0.322,0,0
40,15,30,0.14,1,0
55,6,30,0.45,0,1
51,14,50,0.436,0,1
42,8,37,0.0,0,0
50,15,23,0.396,0,0
19,11,20,0.394,1,0
46,12,35,0.535,0,1
68,12,33,0.276,0,0
30,16,54,0.721,1,1
33,16,45,0.702,1,1
60,10,45,0.295,1,0
35,13,26,0.427,1,1
29,10,54,0.228,0,0
39,16,35,0.41,1,0
47,11,49,0.078,0,0
26,9,65,0.779,1,0
39,13,42,0.386,0,0
35,13,50,0.504,1,0
46,13,40,0.649,1,1
52,9,58,0.582,1,0
38,12,69,0.822,1,1
43,13,38,0.583,1,1
51,11,40,0.43,1,1
41,13,37,0.528,0,0
66,15,41,0.453,0,1
19,12,38,0.451,1,0
25,14,33,0.203,0,1
38,7,54,0.065,0,0
30,9,31,0.343,0,0
54,13,60,0.931,1,1
37,11,46,0.626,1,1
50,7,44,0.532,0,1
57,11,39,0.314,0,0
26,8,39,0.728,1,0
28,9,27,0.837,1,0
54,12,43,0.427,1,1
30,7,42,0.437,1,0
38,7,34,0.443,0,0
25,12,22,0.405,0,0
51,10,50,0.226,1,0
21,12,42,0.663,1,1
17,15,48,0.488,1,1
49,10,41,0.36,0,0
27,11,27,0.315,0,0
63,13,28,0.395,1,1
43,14,51,0.426,1,0
35,13,63,0.471,1,0
18,10,24,0.602,1,0
42,10,36,0.724,1,0
25,10,28,0.626,1,0
38,9,41,0.321,1,0
20,8,45,0.846,1,0
54,10,32,0.442,0,0
19,8,45,0.673,1,1
30,10,26,0.556,1,1
37,15,34,0.446,1,1
18,8,51,0.509,1,0
37,15,37,0.496,1,1
51,9,54,0.571,1,1
35,15,49,0.509,1,0
51,9,49,0.46,0,1
28,13,57,0.748,1,1
24,10,55,0.647,1,1
31,8,38,0.354,1,0
39,9,33,0.549,1,0
47,11,35,0.451,0,1
25,9,35,0.626,0,0
43,11,36,0.49,1,0
41,8,48,0.824,1,0
31,9,31,0.185,0,0
31,15,45,0.789,1,1
45,11,32,0.719,0,0
23,12,42,0.528,1,0
43,11,69,0.227,1,0
56,13,7,0.787,1,0
40,11,63,1.0,1,1
33,10,54,0.837,1,1
67,15,39,0.522,1,1
48,12,40,0.538,1,1
41,14,42,0.435,1,1
42,8,18,0.75,1,0
40,14,30,0.692,1,1
45,7,53,0.62,1,1
36,14,37,0.488,1,1
50,11,41,0.444,0,0
35,15,46,0.43,0,0
73,11,36,0.587,1,1
30,12,33,0.677,0,0
29,11,36,0.465,1,0
