age,education_years,hours_per_week,occupation,marital,sex,income_high
71,21,50,Computing/Engineering/Science,Divorced,1,1
28,18,40,Computing/Engineering/Science,Never married,1,1
70,13,17,Office & Admin,Married,1,0
21,14,40,Service (food/clean/care/protective),Never married,1,0
28,16,60,Computing/Engineering/Science,Never married,1,1
37,14,40,Management/Business/Finance,Never married,1,0
32,18,40,Education/Legal/Arts/Social,Married,0,1
48,13,80,Management/Business/Finance,Married,1,1
68,16,45,Management/Business/Finance,Never married,0,0
28,12,50,Service (food/clean/care/protective),Married,1,0
27,14,20,Sales,Never married,0,0
18,13,13,Office & Admin,Never married,0,0
50,13,40,Sales,Married,0,1
40,14,25,Office & Admin,Married,0,0
48,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
44,10,40,Blue-collar (build/repair/prod/transport),Married,0,0
47,18,40,Computing/Engineering/Science,Married,1,1
54,21,50,Computing/Engineering/Science,Never married,1,1
23,14,20,Blue-collar (build/repair/prod/transport),Never married,1,0
72,16,40,Computing/Engineering/Science,Divorced,1,1
29,9,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
44,16,45,Management/Business/Finance,Married,0,1
25,16,46,Computing/Engineering/Science,Never married,1,1
61,13,38,Blue-collar (build/repair/prod/transport),Married,1,1
73,13,36,Blue-collar (build/repair/prod/transport),Married,1,0
49,16,50,Sales,Married,1,1
18,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
56,14,40,Office & Admin,Married,0,1
67,14,50,Management/Business/Finance,Married,1,1
35,14,40,Healthcare,Married,0,1
36,12,40,Sales,Divorced,1,0
69,18,2,Management/Business/Finance,Never married,0,1
50,12,12,Healthcare,Never married,0,0
45,14,40,Healthcare,Married,0,0
45,14,55,Management/Business/Finance,Married,1,1
27,12,45,Blue-collar (build/repair/prod/transport),Never married,1,0
49,14,40,Healthcare,Married,1,0
56,14,37,Management/Business/Finance,Never married,0,0
30,14,25,Service (food/clean/care/protective),Never married,0,0
49,18,40,Education/Legal/Arts/Social,Never married,1,1
28,14,30,Healthcare,Married,0,1
34,18,35,Management/Business/Finance,Never married,0,1
52,12,80,Blue-collar (build/repair/prod/transport),Married,1,1
54,8,45,Blue-collar (build/repair/prod/transport),Married,1,1
65,16,50,Management/Business/Finance,Married,1,0
51,14,32,Education/Legal/Arts/Social,Married,0,0
53,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
20,14,8,Blue-collar (build/repair/prod/transport),Never married,1,0
65,16,40,Management/Business/Finance,Married,1,1
50,14,40,Sales,Married,1,0
56,16,10,Management/Business/Finance,Married,1,0
53,13,60,Office & Admin,Married,0,0
55,16,68,Management/Business/Finance,Married,1,1
56,13,40,Sales,Married,1,1
55,16,40,Education/Legal/Arts/Social,Married,0,0
51,13,50,Computing/Engineering/Science,Married,1,0
39,16,40,Management/Business/Finance,Married,0,1
17,10,8,Education/Legal/Arts/Social,Never married,1,0
32,16,45,Office & Admin,Divorced,0,0
40,8,55,Blue-collar (build/repair/prod/transport),Married,1,0
55,13,30,Office & Admin,Married,0,0
22,12,40,Office & Admin,Never married,1,0
41,16,25,Education/Legal/Arts/Social,Married,0,0
51,12,38,Education/Legal/Arts/Social,Never married,0,1
22,14,40,Education/Legal/Arts/Social,Married,0,0
60,12,43,Management/Business/Finance,Never married,1,1
62,12,6,Service (food/clean/care/protective),Never married,1,0
60,16,30,Service (food/clean/care/protective),Married,1,0
60,16,50,Management/Business/Finance,Married,1,1
45,6,60,Blue-collar (build/repair/prod/transport),Married,1,0
17,11,16,Office & Admin,Never married,0,0
53,14,40,Healthcare,Married,0,1
28,16,40,Blue-collar (build/repair/prod/transport),Never married,1,0
37,18,40,Education/Legal/Arts/Social,Never married,0,0
29,16,40,Healthcare,Never married,0,0
30,14,40,Blue-collar (build/repair/prod/transport),Never married,1,0
24,16,40,Management/Business/Finance,Married,0,0
68,16,40,Computing/Engineering/Science,Married,1,1
27,16,25,Education/Legal/Arts/Social,Never married,0,0
27,16,40,Office & Admin,Married,0,0
20,14,28,Sales,Never married,0,0
24,16,40,Office & Admin,Never married,0,0
25,16,40,Healthcare,Never married,0,0
46,14,45,Management/Business/Finance,Married,1,1
51,11,40,Blue-collar (build/repair/prod/transport),Married,0,0
60,13,40,Blue-collar (build/repair/prod/transport),Married,1,1
27,16,50,Office & Admin,Never married,0,0
33,16,40,Management/Business/Finance,Married,0,1
40,12,25,Service (food/clean/care/protective),Never married,0,0
32,14,30,Office & Admin,Never married,0,0
47,12,40,Service (food/clean/care/protective),Married,1,1
40,3,40,Service (food/clean/care/protective),Never married,0,0
33,11,48,Service (food/clean/care/protective),Married,1,0
36,18,40,Management/Business/Finance,Never married,0,1
52,14,34,Education/Legal/Arts/Social,Never married,1,0
22,14,25,Office & Admin,Never married,0,0
50,14,30,Education/Legal/Arts/Social,Married,0,0
26,16,40,Computing/Engineering/Science,Never married,1,0
29,16,30,Service (food/clean/care/protective),Never married,1,0
60,16,50,Management/Business/Finance,Married,1,1
28,14,10,Sales,Married,0,0
54,14,40,Healthcare,Married,1,1
57,14,40,Service (food/clean/care/protective),Married,1,1
53,8,60,Blue-collar (build/repair/prod/transport),Married,1,1
42,18,60,Service (food/clean/care/protective),Divorced,0,0
56,12,50,Sales,Married,1,0
49,14,40,Computing/Engineering/Science,Married,0,0
71,18,20,Education/Legal/Arts/Social,Married,0,1
62,21,40,Management/Business/Finance,Married,1,1
33,16,33,Management/Business/Finance,Never married,1,1
45,16,40,Healthcare,Married,1,1
29,12,50,Blue-collar (build/repair/prod/transport),Married,1,1
38,14,20,Healthcare,Married,0,1
66,16,40,Office & Admin,Married,1,1
50,0,40,Blue-collar (build/repair/prod/transport),Never married,0,0
50,21,50,Management/Business/Finance,Married,0,1
61,13,30,Office & Admin,Married,0,0
53,16,40,Sales,Never married,0,0
45,14,24,Healthcare,Divorced,0,0
35,18,40,Service (food/clean/care/protective),Never married,0,1
69,16,10,Management/Business/Finance,Married,1,1
44,10,40,Blue-collar (build/repair/prod/transport),Married,1,0
18,13,15,Service (food/clean/care/protective),Never married,0,0
67,18,40,Office & Admin,Married,0,1
23,14,40,Service (food/clean/care/protective),Never married,1,0
72,18,30,Management/Business/Finance,Married,1,1
79,12,20,Blue-collar (build/repair/prod/transport),Married,1,0
42,12,40,Sales,Divorced,0,0
41,16,36,Education/Legal/Arts/Social,Divorced,1,1
32,16,41,Office & Admin,Married,0,1
63,16,40,Management/Business/Finance,Divorced,0,1
58,14,45,Management/Business/Finance,Married,0,1
42,0,40,Blue-collar (build/repair/prod/transport),Never married,1,0
43,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
56,21,55,Education/Legal/Arts/Social,Married,1,1
51,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
55,14,42,Sales,Married,1,1
37,16,40,Office & Admin,Married,1,0
56,19,50,Healthcare,Married,1,1
24,14,40,Healthcare,Never married,0,0
68,14,10,Education/Legal/Arts/Social,Married,0,0
56,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
64,4,40,Blue-collar (build/repair/prod/transport),Married,0,0
21,12,40,Sales,Never married,1,1
46,16,42,Sales,Married,1,0
53,18,40,Computing/Engineering/Science,Never married,1,1
42,14,40,Healthcare,Married,0,0
33,14,50,Service (food/clean/care/protective),Married,1,1
36,12,45,Blue-collar (build/repair/prod/transport),Never married,1,1
20,14,50,Sales,Never married,1,0
68,14,35,Sales,Widowed,1,1
48,6,32,Blue-collar (build/repair/prod/transport),Separated,1,0
45,18,35,Computing/Engineering/Science,Married,0,1
44,18,40,Management/Business/Finance,Married,0,1
50,18,15,Education/Legal/Arts/Social,Never married,0,0
47,16,40,Management/Business/Finance,Married,1,1
30,18,40,Computing/Engineering/Science,Married,1,1
27,12,40,Education/Legal/Arts/Social,Never married,0,0
54,16,50,Management/Business/Finance,Married,0,1
24,14,20,Blue-collar (build/repair/prod/transport),Never married,1,0
38,14,40,Office & Admin,Divorced,0,1
44,12,20,Service (food/clean/care/protective),Never married,1,0
49,6,42,Blue-collar (build/repair/prod/transport),Married,1,0
19,13,20,Service (food/clean/care/protective),Never married,1,0
41,13,40,Office & Admin,Married,1,1
21,14,30,Office & Admin,Never married,1,0
41,19,40,Blue-collar (build/repair/prod/transport),Married,1,1
24,14,40,Healthcare,Never married,0,0
50,13,50,Sales,Married,1,0
23,16,50,Management/Business/Finance,Never married,0,1
24,16,32,Office & Admin,Married,0,0
47,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
59,19,60,Office & Admin,Widowed,0,1
51,12,55,Blue-collar (build/repair/prod/transport),Married,1,1
21,12,45,Healthcare,Never married,0,0
77,14,35,Healthcare,Divorced,0,0
47,14,40,Sales,Married,0,0
22,4,40,Blue-collar (build/repair/prod/transport),Never married,1,1
29,14,40,Sales,Never married,1,0
42,12,20,Blue-collar (build/repair/prod/transport),Married,1,0
50,19,60,Education/Legal/Arts/Social,Never married,0,1
39,14,40,Management/Business/Finance,Married,0,1
30,18,50,Management/Business/Finance,Married,0,1
76,16,20,Sales,Married,0,0
59,12,40,Blue-collar (build/repair/prod/transport),Married,1,1
30,8,40,Blue-collar (build/repair/prod/transport),Married,1,0
64,14,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
56,16,20,Sales,Married,1,1
57,13,40,Service (food/clean/care/protective),Married,0,1
24,12,18,Service (food/clean/care/protective),Never married,0,0
26,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
19,11,4,Service (food/clean/care/protective),Never married,0,0
58,14,24,Healthcare,Married,0,1
24,12,40,Healthcare,Separated,0,0
32,16,30,Education/Legal/Arts/Social,Never married,0,0
36,13,40,Office & Admin,Never married,0,0
39,16,10,Education/Legal/Arts/Social,Married,1,0
76,19,30,Education/Legal/Arts/Social,Married,1,1
27,16,50,Computing/Engineering/Science,Married,1,1
55,16,40,Service (food/clean/care/protective),Divorced,0,0
33,18,40,Management/Business/Finance,Married,0,1
26,18,40,Computing/Engineering/Science,Married,1,1
61,14,25,Management/Business/Finance,Married,1,1
42,12,10,Blue-collar (build/repair/prod/transport),Never married,1,0
36,19,40,Management/Business/Finance,Never married,0,0
47,16,40,Healthcare,Married,1,1
27,18,30,Computing/Engineering/Science,Never married,1,1
68,18,50,Management/Business/Finance,Married,1,1
38,12,30,Blue-collar (build/repair/prod/transport),Divorced,0,0
18,14,40,Computing/Engineering/Science,Never married,1,0
52,16,40,Management/Business/Finance,Married,0,1
52,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
62,14,60,Blue-collar (build/repair/prod/transport),Married,1,1
47,16,50,Management/Business/Finance,Never married,1,1
37,14,40,Office & Admin,Never married,0,0
35,14,40,Sales,Never married,1,0
22,14,30,Education/Legal/Arts/Social,Never married,0,0
26,16,40,Healthcare,Never married,0,0
59,14,40,Management/Business/Finance,Divorced,0,1
17,14,7,Office & Admin,Never married,0,0
58,12,60,Management/Business/Finance,Married,1,1
56,14,44,Office & Admin,Separated,0,1
46,0,40,Blue-collar (build/repair/prod/transport),Never married,1,0
37,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
37,12,10,Blue-collar (build/repair/prod/transport),Married,1,0
46,18,50,Management/Business/Finance,Never married,1,1
30,9,40,Blue-collar (build/repair/prod/transport),Never married,1,0
36,14,50,Healthcare,Married,1,0
30,16,52,Computing/Engineering/Science,Never married,1,1
27,16,1,Education/Legal/Arts/Social,Married,0,0
60,12,40,Office & Admin,Divorced,0,0
53,12,40,Management/Business/Finance,Married,1,0
58,6,40,Blue-collar (build/repair/prod/transport),Married,1,0
27,14,40,Office & Admin,Never married,0,0
26,18,40,Computing/Engineering/Science,Never married,0,1
27,16,40,Office & Admin,Divorced,0,1
50,19,40,Education/Legal/Arts/Social,Married,0,1
44,12,25,Blue-collar (build/repair/prod/transport),Never married,0,0
50,13,45,Sales,Never married,1,0
53,16,50,Blue-collar (build/repair/prod/transport),Married,0,1
37,14,40,Blue-collar (build/repair/prod/transport),Married,1,1
44,14,48,Blue-collar (build/repair/prod/transport),Married,1,1
64,10,45,Blue-collar (build/repair/prod/transport),Married,1,1
52,12,1,Office & Admin,Married,1,1
64,14,63,Healthcare,Married,0,0
49,0,24,Blue-collar (build/repair/prod/transport),Never married,1,0
30,13,25,Office & Admin,Married,0,0
25,13,40,Service (food/clean/care/protective),Never married,0,0
18,14,20,Sales,Never married,0,0
35,12,40,Blue-collar (build/repair/prod/transport),Never married,1,1
22,14,15,Sales,Never married,0,0
40,0,40,Blue-collar (build/repair/prod/transport),Married,1,0
53,16,40,Blue-collar (build/repair/prod/transport),Married,1,1
44,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
24,16,30,Office & Admin,Never married,1,0
29,16,40,Computing/Engineering/Science,Never married,1,1
24,16,20,Service (food/clean/care/protective),Never married,1,0
21,14,34,Sales,Never married,0,0
44,18,40,Education/Legal/Arts/Social,Divorced,0,1
57,14,70,Management/Business/Finance,Divorced,0,0
53,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,1
60,16,40,Healthcare,Married,0,0
46,14,32,Healthcare,Married,0,1
30,16,40,Management/Business/Finance,Married,0,0
36,12,40,Management/Business/Finance,Married,1,1
61,8,40,Blue-collar (build/repair/prod/transport),Married,1,0
60,14,34,Healthcare,Divorced,0,1
46,18,35,Education/Legal/Arts/Social,Married,1,1
54,4,50,Blue-collar (build/repair/prod/transport),Married,0,0
29,8,40,Sales,Never married,0,0
42,16,35,Healthcare,Separated,0,1
17,11,5,Sales,Never married,0,0
56,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,0
52,16,40,Education/Legal/Arts/Social,Divorced,0,1
59,12,40,Blue-collar (build/repair/prod/transport),Married,1,0
31,12,20,Service (food/clean/care/protective),Never married,0,0
50,14,60,Sales,Married,1,0
30,12,55,Blue-collar (build/repair/prod/transport),Married,1,1
30,14,50,Service (food/clean/care/protective),Never married,1,1
52,14,40,Office & Admin,Married,0,0
41,16,60,Management/Business/Finance,Divorced,1,1
40,19,40,Education/Legal/Arts/Social,Married,1,1
47,18,45,Management/Business/Finance,Married,0,1
41,4,40,Blue-collar (build/repair/prod/transport),Married,1,0
36,18,40,Management/Business/Finance,Married,1,1
57,16,30,Management/Business/Finance,Married,0,1
55,14,50,Office & Admin,Married,0,1
34,14,40,Management/Business/Finance,Married,1,0
39,12,40,Management/Business/Finance,Never married,0,0
28,16,40,Management/Business/Finance,Never married,1,1
36,14,20,Sales,Married,0,0
25,16,60,Education/Legal/Arts/Social,Never married,1,0
40,16,25,Service (food/clean/care/protective),Never married,0,0
59,18,45,Management/Business/Finance,Divorced,0,1
18,13,20,Service (food/clean/care/protective),Never married,0,0
63,18,50,Education/Legal/Arts/Social,Married,1,1
26,16,40,Computing/Engineering/Science,Married,1,1
18,13,81,Military/Other,Never married,1,0
43,13,35,Blue-collar (build/repair/prod/transport),Married,1,1
41,14,60,Sales,Never married,1,1
21,14,30,Healthcare,Never married,0,0
50,14,40,Management/Business/Finance,Married,0,1
26,14,35,Education/Legal/Arts/Social,Never married,1,0
35,12,40,Sales,Widowed,0,0
20,12,50,Blue-collar (build/repair/prod/transport),Never married,1,0
76,14,40,Service (food/clean/care/protective),Married,1,1
48,18,40,Education/Legal/Arts/Social,Married,0,1
33,12,40,Blue-collar (build/repair/prod/transport),Divorced,1,1
32,14,40,Office & Admin,Never married,0,0
31,14,40,Management/Business/Finance,Never married,0,0
55,14,32,Healthcare,Never married,0,0
17,11,12,Service (food/clean/care/protective),Never married,1,0
50,2,28,Blue-collar (build/repair/prod/transport),Never married,1,0
62,19,18,Healthcare,Married,1,1
66,6,15,Blue-collar (build/repair/prod/transport),Married,1,0
41,16,50,Management/Business/Finance,Never married,1,1
24,16,4,Service (food/clean/care/protective),Married,0,0
49,12,40,Service (food/clean/care/protective),Married,1,1
30,16,40,Computing/Engineering/Science,Never married,1,1
43,14,40,Computing/Engineering/Science,Never married,1,0
49,21,40,Education/Legal/Arts/Social,Divorced,0,1
28,12,40,Healthcare,Married,0,0
66,16,10,Computing/Engineering/Science,Divorced,1,0
57,14,40,Blue-collar (build/repair/prod/transport),Married,1,0
82,12,40,Office & Admin,Married,0,1
54,16,35,Blue-collar (build/repair/prod/transport),Never married,1,0
60,18,50,Healthcare,Married,1,1
29,12,40,Blue-collar (build/repair/prod/transport),Never married,1,0
56,18,55,Office & Admin,Married,1,1
40,16,28,Healthcare,Married,0,0
45,18,40,Education/Legal/Arts/Social,Married,0,1
20,12,25,Sales,Never married,0,0
56,12,50,Sales,Married,1,0
52,14,40,Service (food/clean/care/protective),Married,1,1
59,13,40,Office & Admin,Divorced,0,1
31,16,21,Education/Legal/Arts/Social,Never married,0,0
62,14,40,Management/Business/Finance,Widowed,0,1
21,12,2,Service (food/clean/care/protective),Never married,1,0
48,12,40,Sales,Widowed,0,1
36,14,32,Computing/Engineering/Science,Married,1,0
59,14,40,Office & Admin,Divorced,0,1
24,16,45,Management/Business/Finance,Never married,1,1
